573565,A000000,00100,00400,13120
573565,A000000,00100,00500,13120
573565,A000000,00100,00600,148
573565,A000000,00100,00700,13268
573565,A000000,00101,00400,50083
573565,A000000,00101,00500,50083
573565,A000000,00101,00700,50083
573565,A000000,00102,00400,65497
573565,A000000,00102,00500,65497
573565,A000000,00102,00700,65497
573565,A000000,00103,00400,67
573565,A000000,00103,00500,67
573565,A000000,00103,00600,6611
573565,A000000,00103,00700,6678
573565,A000000,00200,00400,123917
573565,A000000,00200,00500,123917
573565,A000000,00200,00700,123917
573565,A000000,00400,00100,76462
573565,A000000,00400,00200,32060
573565,A000000,00400,00300,108522
573565,A000000,00400,00400,60
573565,A000000,00400,00500,108582
573565,A000000,00400,00600,3475
573565,A000000,00400,00700,112057
573565,A000000,00401,00200,1362
573565,A000000,00401,00300,1362
573565,A000000,00401,00500,1362
573565,A000000,00401,00600,-1362
573565,A000000,00501,00100,24812
573565,A000000,00501,00200,3778
573565,A000000,00501,00300,28590
573565,A000000,00501,00500,28590
573565,A000000,00501,00700,28590
573565,A000000,00502,00100,71301
573565,A000000,00502,00200,-62159
573565,A000000,00502,00300,9142
573565,A000000,00502,00400,499
573565,A000000,00502,00500,9641
573565,A000000,00502,00700,9641
573565,A000000,00503,00100,104916
573565,A000000,00503,00200,-15582
573565,A000000,00503,00300,89334
573565,A000000,00503,00400,27292
573565,A000000,00503,00500,116626
573565,A000000,00503,00600,-1540
573565,A000000,00503,00700,115086
573565,A000000,00504,00100,37356
573565,A000000,00504,00200,45558
573565,A000000,00504,00300,82914
573565,A000000,00504,00400,-15646
573565,A000000,00504,00500,67268
573565,A000000,00504,00600,-1994
573565,A000000,00504,00700,65274
573565,A000000,00505,00100,499029
573565,A000000,00505,00200,1199440
573565,A000000,00505,00300,1698469
573565,A000000,00505,00400,-360858
573565,A000000,00505,00500,1337611
573565,A000000,00505,00600,-287823
573565,A000000,00505,00700,1049788
573565,A000000,00700,00100,53085
573565,A000000,00700,00200,28871
573565,A000000,00700,00300,81956
573565,A000000,00700,00400,8693
573565,A000000,00700,00500,90649
573565,A000000,00700,00700,90649
573565,A000000,00701,00100,108429
573565,A000000,00701,00200,181370
573565,A000000,00701,00300,289799
573565,A000000,00701,00400,11107
573565,A000000,00701,00500,300906
573565,A000000,00701,00700,300906
573565,A000000,00702,00100,14014
573565,A000000,00702,00200,39799
573565,A000000,00702,00300,53813
573565,A000000,00702,00400,-1867
573565,A000000,00702,00500,51946
573565,A000000,00702,00700,51946
573565,A000000,00703,00100,32538
573565,A000000,00703,00200,67067
573565,A000000,00703,00300,99605
573565,A000000,00703,00400,21146
573565,A000000,00703,00500,120751
573565,A000000,00703,00600,-13
573565,A000000,00703,00700,120738
573565,A000000,00704,00200,5169
573565,A000000,00704,00300,5169
573565,A000000,00704,00500,5169
573565,A000000,00704,00700,5169
573565,A000000,00800,00200,105
573565,A000000,00800,00300,105
573565,A000000,00800,00400,16791
573565,A000000,00800,00500,16896
573565,A000000,00800,00600,-105
573565,A000000,00800,00700,16791
573565,A000000,00900,00200,-7104
573565,A000000,00900,00300,-7104
573565,A000000,00900,00400,-9881
573565,A000000,00900,00500,-16985
573565,A000000,00900,00600,16985
573565,A000000,00901,00400,1867
573565,A000000,00901,00500,1867
573565,A000000,00901,00700,1867
573565,A000000,00902,00400,3108
573565,A000000,00902,00500,3108
573565,A000000,00902,00700,3108
573565,A000000,01000,00200,26790
573565,A000000,01000,00300,26790
573565,A000000,01000,00400,1659
573565,A000000,01000,00500,28449
573565,A000000,01000,00600,-8380
573565,A000000,01000,00700,20069
573565,A000000,01300,00100,53466
573565,A000000,01300,00200,49073
573565,A000000,01300,00300,102539
573565,A000000,01300,00500,102539
573565,A000000,01300,00600,-95
573565,A000000,01300,00700,102444
573565,A000000,01400,00100,42321
573565,A000000,01400,00200,12405
573565,A000000,01400,00300,54726
573565,A000000,01400,00400,1949
573565,A000000,01400,00500,56675
573565,A000000,01400,00600,-74
573565,A000000,01400,00700,56601
573565,A000000,01500,00100,87591
573565,A000000,01500,00200,320556
573565,A000000,01500,00300,408147
573565,A000000,01500,00400,-322443
573565,A000000,01500,00500,85704
573565,A000000,01500,00600,-70
573565,A000000,01500,00700,85634
573565,A000000,01600,00100,68361
573565,A000000,01600,00200,63465
573565,A000000,01600,00300,131826
573565,A000000,01600,00400,31570
573565,A000000,01600,00500,163396
573565,A000000,01600,00600,-35
573565,A000000,01600,00700,163361
573565,A000000,01700,00100,12406
573565,A000000,01700,00200,3642
573565,A000000,01700,00300,16048
573565,A000000,01700,00400,-6086
573565,A000000,01700,00500,9962
573565,A000000,01700,00700,9962
573565,A000000,03000,00100,245072
573565,A000000,03000,00200,83856
573565,A000000,03000,00300,328928
573565,A000000,03000,00400,754
573565,A000000,03000,00500,329682
573565,A000000,03000,00700,329682
573565,A000000,05000,00100,172806
573565,A000000,05000,00200,92442
573565,A000000,05000,00300,265248
573565,A000000,05000,00400,-128586
573565,A000000,05000,00500,136662
573565,A000000,05000,00600,-768
573565,A000000,05000,00700,135894
573565,A000000,05200,00400,2623
573565,A000000,05200,00500,2623
573565,A000000,05200,00700,2623
573565,A000000,05400,00100,108579
573565,A000000,05400,00200,46154
573565,A000000,05400,00300,154733
573565,A000000,05400,00400,-36307
573565,A000000,05400,00500,118426
573565,A000000,05400,00700,118426
573565,A000000,06000,00100,99356
573565,A000000,06000,00200,175082
573565,A000000,06000,00300,274438
573565,A000000,06000,00400,-844
573565,A000000,06000,00500,273594
573565,A000000,06000,00700,273594
573565,A000000,06500,00100,14573
573565,A000000,06500,00200,10180
573565,A000000,06500,00300,24753
573565,A000000,06500,00400,8
573565,A000000,06500,00500,24761
573565,A000000,06500,00700,24761
573565,A000000,06600,00100,33383
573565,A000000,06600,00200,29282
573565,A000000,06600,00300,62665
573565,A000000,06600,00400,-33418
573565,A000000,06600,00500,29247
573565,A000000,06600,00600,-71
573565,A000000,06600,00700,29176
573565,A000000,07502,00100,202283
573565,A000000,07502,00200,83946
573565,A000000,07502,00300,286229
573565,A000000,07502,00400,-95461
573565,A000000,07502,00500,190768
